POINT;MSE_RIDGE;MAE_RIDGE;MAPE_RIDGEMSE_HYB;MAE_HYB;MAPE_HYB;MAPE_RIDGE;MSE_HYB;MSE_DIF;MAE_DIF;MAPE_DIF;x;y
76.04_21.72;0.0005866564060906117;0.01981640658904649;;0.0132229557061565;48.271;38.881;0.00026156400741818314;-0.0003250923986724286;-0.006593450882889991;9.39;76.04;21.72
75.84_21.72;0.0007136486196379307;0.022476283830120885;;0.0135867576647051;61.119;49.414;0.0003118927919434831;-0.0004017558276944476;-0.008889526165415785;11.704999999999998;75.84;21.72
75.64_21.72;0.0006356156699645681;0.02154195598792441;;0.014678664474980134;58.763;51.272;0.0003550639418953735;-0.00028055172806919454;-0.006863291512944276;7.491;75.64;21.72
75.44_21.72;0.0005454309334317002;0.02041677473910541;;0.015983440425320482;65.234;59.658;0.00040565548657693813;-0.00013977544685476204;-0.004433334313784929;5.575999999999993;75.44;21.72
75.24_21.72;0.0006445985741852729;0.0218731430186765;;0.018375354154899912;56.664;48.503;0.00047010520244204074;-0.00017449337174323218;-0.0034977888637765867;8.161000000000001;75.24;21.72
75.04_21.72;0.0006608677639316424;0.02095924972419376;;0.017468345800048805;42.958;35.58;0.0004478827410463748;-0.00021298502288526764;-0.003490903924144955;7.378;75.04;21.72
74.84_21.72;0.000597947946223749;0.020127150285772086;;0.017129749401025244;46.481;38.393;0.0004568726252067715;-0.00014107532101697754;-0.0029974008847468425;8.088000000000001;74.84;21.72
74.64_21.72;0.000568495741445845;0.01938249749125107;;0.016963174635951053;114.572;64.731;0.00046812307077655674;-0.00010037267066928822;-0.0024193228553000164;49.84100000000001;74.64;21.72
74.44_21.72;0.0004932382039407778;0.01813821407062964;;0.01744453772921458;117.767;66.064;0.0004830450126116088;-1.0193191329169009e-05;-0.0006936763414150601;51.703;74.44;21.72
74.24_21.72;0.0008781959293477744;0.024056460386229658;;0.02084615360875676;110.149;48.453;0.0006928622908386519;-0.0001853336385091225;-0.003210306777472898;61.696;74.24;21.72
74.04_21.72;0.0012342623101844119;0.02973941956163661;;0.02393610634484616;226.711;89.564;0.0008849459633896505;-0.0003493163467947613;-0.005803313216790448;137.14700000000002;74.04;21.72
73.84_21.72;0.0014795048653316832;0.03408101680873969;;0.029311291138770335;373.079;200.938;0.0012111944712147346;-0.0002683103941169486;-0.004769725669969357;172.14100000000002;73.84;21.72
73.64_21.72;0.0015800846291776941;0.035520675585658905;;0.03169894487928664;248.257;128.926;0.0013389093627273242;-0.00024117526645036995;-0.0038217307063722616;119.33100000000002;73.64;21.72
76.64_22.72;0.0004203749732544029;0.017100222976908382;;0.013967456946814501;46.069;60.027;0.00026676658117219423;-0.00015360839208220867;-0.003132766030093881;-13.957999999999998;76.64;22.72
76.44_22.72;0.000351615983630638;0.01692406106217576;;0.013970164990760913;56.421;51.871;0.00029988117186306035;-5.173481176757764e-05;-0.002953896071414849;4.549999999999997;76.44;22.72
76.24_22.72;0.0003906842081267913;0.016573308899511918;;0.014487079166059007;50.924;37.779;0.0003091249877522926;-8.155922037449869e-05;-0.0020862297334529115;13.144999999999996;76.24;22.72
76.04_22.72;0.0004502600682499127;0.01732127959128086;;0.01169974619505614;28.867;28.851;0.00023317558092584968;-0.000217084487324063;-0.0056215333962247194;0.01600000000000179;76.04;22.72
75.84_22.72;0.0006087667945801307;0.02007822301640565;;0.012439528490747346;24.518;30.3;0.0002463415841961114;-0.0003624252103840193;-0.007638694525658305;-5.782;75.84;22.72
75.64_22.72;0.0005775280936618963;0.01997959305826235;;0.012600415932233393;30.612;33.15;0.0002609052715097742;-0.00031662282215212206;-0.007379177126028957;-2.5380000000000003;75.64;22.72
75.44_22.72;0.0009673289474016975;0.025545862600059584;;0.014408727433782772;30.174;36.056;0.0003235031495944545;-0.000643825797807243;-0.011137135166276813;-5.881999999999998;75.44;22.72
75.24_22.72;0.0008488616484712602;0.023878308885452153;;0.01596692331502022;33.626;34.53;0.0003846367863079848;-0.0004642248621632754;-0.007911385570431934;-0.9040000000000035;75.24;22.72
75.04_22.72;0.0006494464453245563;0.02075675096448103;;0.01655405036383267;33.032;31.814;0.0004194038254274555;-0.00023004261989710085;-0.004202700600648361;1.2179999999999964;75.04;22.72
74.84_22.72;0.0011818624426674063;0.02889459023706236;;0.016573112627723926;46.478;43.271;0.00040942854191507324;-0.0007724339007523331;-0.012321477609338435;3.2070000000000007;74.84;22.72
74.64_22.72;0.0006344689436461777;0.02012423783676871;;0.017132276683208488;226.93;110.754;0.0004582394890487921;-0.00017622945459738558;-0.0029919611535602214;116.176;74.64;22.72
74.44_22.72;0.0005904038420958962;0.01933268630375891;;0.017396052780899632;228.352;102.886;0.0004597176960785176;-0.00013068614601737866;-0.0019366335228592768;125.46600000000001;74.44;22.72
74.24_22.72;0.0008771538189634365;0.023932748042905422;;0.022214277879222352;122.158;46.457;0.0007791650764387517;-9.798874252468488e-05;-0.0017184701636830703;75.701;74.24;22.72
74.04_22.72;0.0010574084032384029;0.026725245179568972;;0.031439444791587404;214.723;62.823;0.0014050220597300032;0.0003476136564916003;0.004714199612018431;151.9;74.04;22.72
73.84_22.72;0.0013383967098879346;0.03100029375906588;;0.025827007952887525;138.806;67.462;0.0009257833191441267;-0.0004126133907438079;-0.005173285806178356;71.34400000000001;73.84;22.72
76.84_23.72;0.0014629586630350534;0.033665870089707964;;0.01640011169775898;47.757;93.592;0.00039960435108495935;-0.001063354311950094;-0.017265758391948983;-45.835;76.84;23.72
76.64_23.72;0.0003336874593794257;0.01624468401825145;;0.014979444780371831;40.612;39.271;0.0003505037955327286;1.6816336153302903e-05;-0.0012652392378796201;1.341000000000001;76.64;23.72
76.44_23.72;0.0005628117936508262;0.01918818928922111;;0.01472455313849935;40.781;53.271;0.0003415460000693918;-0.00022126579358143446;-0.00446363615072176;-12.490000000000002;76.44;23.72
76.24_23.72;0.0004987717031848583;0.018257536094999836;;0.012677321498066692;27.463;26.628;0.0002437546559649456;-0.0002550170472199127;-0.0055802145969331435;0.8350000000000009;76.24;23.72
76.04_23.72;0.00134639143434195;0.031831729783110864;;0.014017909054972823;18.915;42.154;0.00032913329760091126;-0.0010172581367410387;-0.01781382072813804;-23.239000000000004;76.04;23.72
75.84_23.72;0.0013683972517757356;0.03140672713566493;;0.015690801276187563;22.48;42.321;0.0004067957156591978;-0.0009616015361165377;-0.01571592585947737;-19.840999999999998;75.84;23.72
75.64_23.72;0.0011855575725442942;0.028784057412633228;;0.01577721398524393;22.156;38.279;0.0004253546156770704;-0.0007602029568672238;-0.013006843427389298;-16.123000000000005;75.64;23.72
75.44_23.72;0.0008869970452847572;0.02457705787037783;;0.01573110055145913;26.302;34.013;0.00037662868465147874;-0.0005103683606332784;-0.008845957318918702;-7.7109999999999985;75.44;23.72
75.24_23.72;0.0009001668009129871;0.025159174169062208;;0.015101300877988832;35.617;37.524;0.00033486436134264004;-0.0005653024395703471;-0.010057873291073376;-1.9070000000000036;75.24;23.72
75.04_23.72;0.0009494700751669691;0.025738464961718478;;0.01571934714168464;43.314;40.191;0.0003570291496042165;-0.0005924409255627526;-0.010019117820033837;3.1229999999999976;75.04;23.72
74.84_23.72;0.0008890218999271046;0.024623584580023117;;0.01578316619465928;443.102;123.632;0.000371010480595752;-0.0005180114193313525;-0.008840418385363837;319.46999999999997;74.84;23.72
74.64_23.72;0.0005518880231727488;0.019004208216999108;;0.01922611101814428;66.66;38.27;0.0005588705346538955;6.982511481146711e-06;0.00022190280114517055;28.389999999999993;74.64;23.72
74.44_23.72;0.0006867807930949387;0.020898255481122247;;0.020273629581897223;79.958;39.148;0.0006236430534425022;-6.313773965243652e-05;-0.0006246258992250245;40.809999999999995;74.44;23.72
74.24_23.72;0.0009439025037414874;0.024837971457839166;;0.03163636678359561;10649.77;488.776;0.0016652401547232792;0.0007213376509817919;0.006798395325756445;10160.994;74.24;23.72
77.24_24.72;0.0005595014430137105;0.020941797511029495;;0.017645147293817866;23.038;37.415;0.00044862488683045896;-0.00011087655618325151;-0.003296650217211629;-14.376999999999999;77.24;24.72
77.04_24.72;0.0006159939143030407;0.01982723806262534;;0.015175226573498886;40.393;52.108;0.0003523487227775545;-0.00026364519152548624;-0.004652011489126454;-11.714999999999996;77.04;24.72
76.84_24.72;0.0005320995253553832;0.01808512386438692;;0.015729350240203704;35.981;43.845;0.0003686629493736936;-0.00016343657598168957;-0.0023557736241832175;-7.863999999999997;76.84;24.72
76.64_24.72;0.0005786394181909719;0.01885505775398944;;0.016837535438092903;36.939;45.949;0.0003880652212620799;-0.00019057419692889203;-0.0020175223158965354;-9.009999999999998;76.64;24.72
76.44_24.72;0.0004053032628653195;0.016386377503092187;;0.010882347000902707;17.604;21.531;0.00023240613191663408;-0.00017289713094868542;-0.005504030502189479;-3.9269999999999996;76.44;24.72
76.24_24.72;0.0015022771124193494;0.035285192365376625;;0.014629368290014504;18.812;47.17;0.0003551883936091006;-0.0011470887188102488;-0.020655824075362123;-28.358;76.24;24.72
76.04_24.72;0.0012886854502829807;0.03223756847076738;;0.012689886959112455;17.421;42.65;0.00027792753763215627;-0.0010107579126508244;-0.019547681511654924;-25.229;76.04;24.72
75.84_24.72;0.0021184480925763864;0.0422176581344907;;0.018308373185369476;25.031;62.283;0.0005210917522156251;-0.0015973563403607614;-0.023909284949121225;-37.252;75.84;24.72
75.64_24.72;0.001492949694753004;0.03349351847264468;;0.017047960776747653;27.873;49.883;0.00043272657568123985;-0.001060223119071764;-0.016445557695897027;-22.01;75.64;24.72
75.44_24.72;0.0009686353900716177;0.026405172924462657;;0.015101274320723912;43.098;40.606;0.0003262892010453358;-0.0006423461890262818;-0.011303898603738744;2.4919999999999973;75.44;24.72
75.24_24.72;0.0013605799980339547;0.03194144119909034;;0.01522105019304652;43.512;48.348;0.00033072538781166644;-0.0010298546102222883;-0.016720391006043823;-4.8359999999999985;75.24;24.72
75.04_24.72;0.0010144630820419231;0.02687803799405632;;0.016527696960165268;63.213;44.915;0.00039564080138945263;-0.0006188222806524704;-0.010350341033891052;18.298000000000002;75.04;24.72
74.84_24.72;0.0008507540548362959;0.023852556705235502;;0.01936111113303934;69.536;39.423;0.0005668793232004916;-0.0002838747316358043;-0.004491445572196162;30.113;74.84;24.72
74.64_24.72;0.000588320569085011;0.019279414283840484;;0.019962301869916883;73.191;36.808;0.0006028503719033399;1.4529802818328847e-05;0.0006828875860763993;36.383;74.64;24.72
74.44_24.72;0.0009195426717096224;0.024949659361988622;;0.02448567199324337;131.114;49.392;0.0009551666320080403;3.562396029841797e-05;-0.0004639873687452521;81.72200000000001;74.44;24.72
77.44_25.72;0.00015139423278758202;0.009829987032007019;;0.01980163524341734;23.263;12.847;0.0005514899343553016;0.0004000957015677196;0.009971648211410321;10.416000000000002;77.44;25.72
77.24_25.72;0.00034165940697621923;0.015983508780237694;;0.013770823158189905;18.372;28.188;0.00028380207839645864;-5.7857328579760594e-05;-0.002212685622047789;-9.815999999999999;77.24;25.72
77.04_25.72;0.0003724036630673215;0.016041332676389373;;0.014847509260296984;31.419;33.416;0.00033583368603237203;-3.6569977034949495e-05;-0.0011938234160923898;-1.9969999999999963;77.04;25.72
76.84_25.72;0.0006606466926775658;0.02121509213813551;;0.01373823738906303;28.207;44.367;0.00027380177880742264;-0.00038684491387014315;-0.007476854749072481;-16.159999999999997;76.84;25.72
76.64_25.72;0.00035548439456169624;0.015103134870551427;;0.013131105744768187;24.799;30.03;0.00026643570786477106;-8.904868669692517e-05;-0.00197202912578324;-5.231000000000002;76.64;25.72
76.44_25.72;0.001221940558553125;0.03177039534268098;;0.013115256796076011;17.712;42.799;0.00028212807500432933;-0.0009398124835487956;-0.01865513854660497;-25.087;76.44;25.72
76.24_25.72;0.0011978649547346927;0.031094672267827365;;0.012436882763802599;17.527;41.292;0.0002549986212537898;-0.0009428663334809028;-0.018657789504024767;-23.765;76.24;25.72
76.04_25.72;0.0023009336755378876;0.044130296524684594;;0.01720508414116229;25.771;68.331;0.00044192681026236457;-0.001859006865275523;-0.026925212383522305;-42.56;76.04;25.72
75.84_25.72;0.0019877215513173117;0.0404542822072429;;0.01578528777160401;28.677;69.534;0.0003586383112223957;-0.001629083240094916;-0.02466899443563889;-40.857000000000006;75.84;25.72
75.64_25.72;0.0012952994311666685;0.03152087305260327;;0.014596779687304719;43.469;56.711;0.0003115250623573783;-0.0009837743688092902;-0.01692409336529855;-13.241999999999997;75.64;25.72
75.44_25.72;0.0013068548145470107;0.031546457377739534;;0.015140890943090778;65.004;57.126;0.0003269139109379582;-0.0009799409036090525;-0.016405566434648758;7.878000000000007;75.44;25.72
75.24_25.72;0.0011866511377718084;0.02980902669730761;;0.01744575800298877;55.881;49.538;0.0004336268849938138;-0.0007530242527779946;-0.012363268694318839;6.3430000000000035;75.24;25.72
75.04_25.72;0.0008878436933928345;0.02468073647359807;;0.021167568486873452;969.899;42.245;0.0006731555005542342;-0.00021468819283860033;-0.0035131679867246163;927.654;75.04;25.72
74.84_25.72;0.0007591256374954923;0.02269103333847801;;0.025218870316122854;108.684;46.808;0.0009528256780240748;0.00019370004052858254;0.0025278369776448456;61.876;74.84;25.72
77.64_26.72;0.0006500849624558374;0.02235347382907652;;0.015949968918369896;22.201;31.468;0.00039079991491937377;-0.0002592850475364636;-0.0064035049107066255;-9.267;77.64;26.72
77.44_26.72;0.0005114707123660106;0.019233334746798322;;0.015714603415629066;20.023;24.723;0.0003891144891075266;-0.00012235622325848397;-0.003518731331169256;-4.699999999999999;77.44;26.72
77.24_26.72;0.0002636491032034849;0.013066835269659845;;0.01717156889749346;21.078;16.676;0.0004626725190023436;0.00019902341579885872;0.004104733627833614;4.402000000000001;77.24;26.72
77.04_26.72;0.0003068470326651631;0.014242051836071986;;0.014675559875790004;18.673;18.383;0.00033208581103718834;2.5238778372025218e-05;0.0004335080397180179;0.28999999999999915;77.04;26.72
76.84_26.72;0.0001721406265845861;0.010634128676077938;;0.0109366076267583;17.233;16.073;0.0001908617826626321;1.8721156078045994e-05;0.0003024789506803627;1.1600000000000001;76.84;26.72
76.64_26.72;0.00018353227520701427;0.0110126572540476;;0.010953799024777252;17.195;16.164;0.00018969246731163477;6.160192104620496e-06;-5.885822927034767e-05;1.0309999999999988;76.64;26.72
76.44_26.72;0.0009230094741453763;0.0265887045479114;;0.012006665656625788;17.693;34.498;0.0002205936942333974;-0.0007024157799119789;-0.014582038891285613;-16.804999999999996;76.44;26.72
76.24_26.72;0.0018722086755102077;0.03888442561325133;;0.016272463891777403;26.249;61.46;0.0003824073484805905;-0.0014898013270296172;-0.02261196172147393;-35.211;76.24;26.72
76.04_26.72;0.0015818252851209646;0.03580643819204522;;0.014639778604439626;232.151;245.943;0.0002892555514648331;-0.0012925697336561314;-0.021166659587605597;-13.792000000000002;76.04;26.72
75.84_26.72;0.0014688414217469811;0.03373040511721074;;0.015993944878094097;77.097;69.547;0.0003465630353479554;-0.0011222783863990256;-0.017736460239116642;7.549999999999997;75.84;26.72
75.64_26.72;0.001455777649741969;0.03358551262206597;;0.01603860045359714;77.374;70.01;0.00034868298300305976;-0.0011070946667389094;-0.017546912168468834;7.36399999999999;75.64;26.72
75.44_26.72;0.0015839557442492015;0.035330523661393415;;0.017487642719749435;58.183;65.658;0.00043498759500234873;-0.0011489681492468527;-0.01784288094164398;-7.475000000000001;75.44;26.72
75.24_26.72;0.0009360440641655218;0.025758374351849644;;0.02335628479359479;95.268;45.599;0.0007826567908738215;-0.0001533872732917003;-0.002402089558254855;49.669000000000004;75.24;26.72
77.64_27.72;0.0011274456386082543;0.03074816548337169;;0.014127080421133796;24.08;49.988;0.0003077588025759801;-0.0008196868360322743;-0.016621085062237896;-25.908;77.64;27.72
77.44_27.72;0.0016344400242737946;0.037720962181918775;;0.02128621273591084;28.482;53.401;0.0006536564011063083;-0.0009807836231674862;-0.016434749446007934;-24.919000000000004;77.44;27.72
77.24_27.72;0.0024799854659943183;0.04749129216209712;;0.027910903219869623;36.694;66.326;0.0010572947203753872;-0.001422690745618931;-0.019580388942227495;-29.63199999999999;77.24;27.72
77.04_27.72;0.001909408741095483;0.04152379055509399;;0.016726041003630187;21.606;56.799;0.0004223330196120576;-0.0014870757214834253;-0.024797749551463803;-35.193;77.04;27.72
76.84_27.72;0.0021725958761379064;0.04467255696241619;;0.017586333242640258;22.766;61.784;0.0004574437827322942;-0.0017151520934056122;-0.027086223719775933;-39.018;76.84;27.72
76.64_27.72;0.0027709397806339737;0.05058292339132477;;0.016442328100178157;21.067;68.038;0.0004062235527612694;-0.0023647162278727044;-0.034140595291146617;-46.971;76.64;27.72
76.44_27.72;0.002520329888619568;0.04687486801583516;;0.01417217841610277;20.943;67.659;0.00030637733215164287;-0.002213952556467925;-0.03270268959973239;-46.71600000000001;76.44;27.72
76.24_27.72;0.0017466756379543138;0.03648064039205114;;0.01537769659716939;44.047;65.767;0.0003466191566751027;-0.0014000564812792111;-0.021102943794881753;-21.72;76.24;27.72
76.04_27.72;0.0013632158939752685;0.03208946356975019;;0.02149488607973095;124.77;68.341;0.000677533427295342;-0.0006856824666799264;-0.010594577490019241;56.429;76.04;27.72
75.84_27.72;0.0012538884781312693;0.030672947187240493;;0.021806677643342747;127.26;66.075;0.0006970775184854818;-0.0005568109596457875;-0.008866269543897746;61.185;75.84;27.72
75.64_27.72;0.0013378851267961409;0.03180723789858363;;0.02563090655632838;231.128;74.293;0.000967240365954168;-0.0003706447608419729;-0.006176331342255252;156.83499999999998;75.64;27.72
75.44_27.72;0.0013035947711590723;0.031158319495302504;;0.02763483700776949;143.061;61.361;0.0011031774367324678;-0.0002004173344266045;-0.0035234824875330154;81.70000000000002;75.44;27.72
77.64_28.72;0.001545688473690567;0.03600237508092699;;0.01042714648686706;19.028;56.596;0.00019624711007498491;-0.001349441363615582;-0.02557522859405993;-37.568;77.64;28.72
77.44_28.72;0.0010908776314345523;0.029557910558229004;;0.017982704255972728;28.591;46.373;0.00044525870037283863;-0.0006456189310617137;-0.011575206302256277;-17.781999999999996;77.44;28.72
77.24_28.72;0.002040263665396021;0.041198277627376906;;0.01811230835132167;27.038;65.468;0.00047884542939674525;-0.0015614182359992756;-0.023085969276055236;-38.43000000000001;77.24;28.72
77.04_28.72;0.0017284879832439935;0.037715957528075036;;0.012705803927927192;32.563;68.358;0.00023488430845074456;-0.0014936036747932489;-0.025010153600147845;-35.795;77.04;28.72
76.84_28.72;0.002657021206155261;0.04853811153013792;;0.012416955812925345;25.916;90.732;0.00023174362737270134;-0.0024252775787825596;-0.036121155717212576;-64.816;76.84;28.72
76.64_28.72;0.002367185635655286;0.04496829579181847;;0.012919278700606352;29.04;78.687;0.00023969582727018064;-0.0021274898083851056;-0.03204901709121212;-49.647;76.64;28.72
76.44_28.72;0.001958696979602393;0.039573392762010655;;0.014755924163950383;55.538;84.541;0.0003052631348132371;-0.0016534338447891559;-0.02481746859806027;-29.003;76.44;28.72
76.24_28.72;0.0017987656872621573;0.03713582721353206;;0.018935445044537084;174.878;170.811;0.00048709878076275555;-0.0013116669064994018;-0.01820038216899498;4.066999999999979;76.24;28.72
76.04_28.72;0.0017341835169221895;0.03547534338689202;;0.019966050847398376;241.434;127.884;0.0005338685843873504;-0.0012003149325348391;-0.015509292539493642;113.55;76.04;28.72
75.84_28.72;0.001447365189176294;0.03260669248200448;;0.026983743303189405;194.729;80.223;0.0010138470327255755;-0.0004335181564507184;-0.0056229491788150725;114.50600000000001;75.84;28.72
75.64_28.72;0.0015522037523419065;0.03429025285827015;;0.0316478779317911;103.734;65.231;0.0014079318344548564;-0.00014427191788705007;-0.002642374926479049;38.503;75.64;28.72
77.44_29.72;0.002095160632726211;0.04049293408629906;;0.012854985648955868;39.808;70.163;0.0002766603564681927;-0.001818500276258018;-0.027637948437343192;-30.354999999999997;77.44;29.72
77.24_29.72;0.0020462978524419945;0.03951453691801892;;0.02273353921866676;103.017;62.274;0.000806341006472461;-0.0012399568459695335;-0.016780997699352162;40.742999999999995;77.24;29.72
77.04_29.72;0.0006126524246278983;0.01974995094205618;;0.02296266384058587;133.135;56.738;0.0008266052023887757;0.0002139527777608774;0.003212712898529691;76.39699999999999;77.04;29.72
76.84_29.72;0.0005817261760718561;0.019008466686832582;;0.021985541807865473;120.463;66.469;0.0007225764614152122;0.00014085028534335613;0.002977075121032891;53.994;76.84;29.72
76.64_29.72;0.0012604343942448197;0.03136197501863252;;0.023975202048210124;90.05;70.756;0.0008276346523979334;-0.0004327997418468863;-0.007386772970422395;19.293999999999997;76.64;29.72
76.44_29.72;0.001311947908245187;0.031226386508831912;;0.0234348725283308;258.598;97.94;0.0007937447540245088;-0.0005182031542206781;-0.007791513980501111;160.65800000000002;76.44;29.72
76.24_29.72;0.0014701127607628115;0.033192455179275375;;0.026232534620198478;100.809;60.253;0.0008907845366275216;-0.0005793282241352898;-0.006959920559076897;40.556;76.24;29.72
76.04_29.72;0.0013080210266945386;0.03112991650223894;;0.0325571302731943;96.039;60.622;0.0014933821675182696;0.00018536114082373092;0.0014272137709553587;35.417;76.04;29.72
77.24_30.72;0.0008727781654937007;0.023076126106167952;;0.016812337113931486;44.83;45.021;0.00046688923284248716;-0.00040588893265121356;-0.006263788992236466;-0.1910000000000025;77.24;30.72
77.04_30.72;0.0006568817676036595;0.021129330838589526;;0.020569531658978887;83.047;51.967;0.0006298443387945085;-2.7037428809150994e-05;-0.0005597991796106386;31.08;77.04;30.72
76.84_30.72;0.0006580580133812691;0.02096532312917834;;0.027470901899623548;118.916;52.104;0.0012900595807072144;0.0006320015673259453;0.006505578770445209;66.812;76.84;30.72
76.64_30.72;0.0010042746683041849;0.025773786454673445;;0.034656803702952516;114.172;46.385;0.0020715197859161433;0.0010672451176119585;0.008883017248279071;67.787;76.64;30.72
76.44_30.72;0.0016102618663889534;0.0349282459891029;;0.03534532126073639;103.251;68.798;0.0020190264508337086;0.0004087645844447552;0.0004170752716334894;34.453;76.44;30.72
76.24_30.72;0.0014266704010562066;0.03236144201388057;;0.03553552972807831;104.208;63.449;0.002063897781309719;0.0006372273802535125;0.0031740877141977417;40.759;76.24;30.72
77.04_31.72;0.0010200066883010346;0.025508552293414952;;0.02001781974574591;73.699;51.796;0.0006196912220380982;-0.0004003154662629364;-0.005490732547669044;21.903;77.04;31.72
76.84_31.72;0.0008778886798169273;0.024921381714201923;;0.025132111598748414;194.566;105.121;0.0009327401517686;5.4851471951672696e-05;0.00021072988454649139;89.44500000000001;76.84;31.72
76.64_31.72;0.0009200093956587668;0.025319934747290305;;0.035924256873754765;238.958;80.415;0.002013530311650123;0.0010935209159913563;0.01060432212646446;158.543;76.64;31.72
76.44_31.72;0.0010975978252959805;0.02744325104527141;;0.037411248396508355;163.423;67.1;0.0022362214887391473;0.0011386236634431668;0.009967997351236945;96.32300000000001;76.44;31.72
76.84_32.72;0.0014803039467344789;0.031432425859519296;;0.020873041891396115;118.598;65.521;0.0006369165484760629;-0.000843387398258416;-0.010559383968123181;53.077;76.84;32.72
